"","text","possibly_sensitive","author_id","created_at.x","lang","id","reply_settings","conversation_id","url","name","profile_image_url","verified","location","protected","description","username","created_at.y","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","in_reply_to_user_id","pinned_tweet_id","geo_place_id","text_with_display_links","reply.to.thread.no.term"
"204","St. Pete water main break spills 605,000 gallons of reclaimed water into Lake Maggiore . https   www tampabay com news st petersburg 2021 08 13 st pete water main break spills 605000 gallons of reclaimed water into lake maggiore",FALSE,"19196229",2021-08-14 03:40:54,"en","1426388335732350985","everyone","1426388335732350985","https://t.co/z98NMdYgYi","tbt*","https://pbs.twimg.com/profile_images/1014583621284491266/PN4gIDuz_normal.jpg",TRUE,"Tampa Bay, Florida",FALSE,"Tampa Bay's free weekly newspaper. A product of @TB_Times, Florida's largest and best newspaper. Read the latest issue at https://t.co/9uZ49Z2ozw","tbtnewspaper","2009-01-19T19:01:45.000Z",1,0,0,1,0,106550,506,60497,610,NA,NA,NA,"St. Pete water main break spills 605,000 gallons of reclaimed water into Lake Maggiore https://t.co/HcBAufPhSZ",FALSE
"205","The city anticipates receiving a penalty in the next month or two of $10,000 to $15,000.
. https   trib al Zdnk4iJ",FALSE,"14304462",2021-08-14 15:33:20,"en","1426567622922063876","everyone","1426567622922063876","https://t.co/cGIDc1tNIf","Tampa Bay Times","https://pbs.twimg.com/profile_images/1066713591246725120/wFmoB0Xs_normal.jpg",TRUE,"St. Petersburg, Florida",FALSE,"Florida's largest newspaper with 14 Pulitzer Prizes. Have story ideas or tips? DM us. Support our local journalism: https://t.co/9cTNKzUWzN","TB_Times","2008-04-04T17:14:50.000Z",1,0,4,2,0,319684,5489,267634,3122,NA,"1593648689536413696",NA,"The city anticipates receiving a penalty in the next month or two of $10,000 to $15,000.
https://t.co/M7T2Gdx5cO",FALSE
"206","RT @TB_Times: The city anticipates receiving a penalty in the next month or two of $10,000 to $15,000.
. https   trib al Zdnk4iJ",FALSE,"3359231747",2021-08-14 16:19:18,"en","1426579189667409921","everyone","1426579189667409921","https://t.co/fqAQkEs62K","ClearwaterBankruptcy","https://pbs.twimg.com/profile_images/617428634953846784/rAZPBl86_normal.jpg",FALSE,"Clearwater, FL, USA",FALSE,"#ClearwaterBankruptcy 2451 McMullen Booth Rd Clearwater FL 33759 #Bankruptcy #EstatePlanning #ClwtrBkAtty #Probate #Trusts #SMClaims https://t.co/2cMl9BrTGO","ClearwaterBK","2015-07-04T19:55:09.000Z",1,0,0,0,0,2060,1856,112557,99,NA,"1469447639733350403",NA,"RT @TB_Times: The city anticipates receiving a penalty in the next month or two of $10,000 to $15,000.
https://t.co/M7T2Gdx5cO",FALSE
"207","2015 StPete dumps reclaimed eater in streets. 2017 they get a consent order from State to spend millions to fix system. Is it done NO- 2021 the dump reclaim water through a pipe break in a lake for 14 hours! Meanwhile mayor runs around blaming DeSantis on red tide cleanup. 🤦‍♀️ . https   twitter com TB_Times status 1426567622922063876",FALSE,"3359231747",2021-08-14 16:26:29,"en","1426580999790637058","everyone","1426580999790637058","https://t.co/fqAQkEs62K","ClearwaterBankruptcy","https://pbs.twimg.com/profile_images/617428634953846784/rAZPBl86_normal.jpg",FALSE,"Clearwater, FL, USA",FALSE,"#ClearwaterBankruptcy 2451 McMullen Booth Rd Clearwater FL 33759 #Bankruptcy #EstatePlanning #ClwtrBkAtty #Probate #Trusts #SMClaims https://t.co/2cMl9BrTGO","ClearwaterBK","2015-07-04T19:55:09.000Z",0,0,0,0,0,2060,1856,112557,99,NA,"1469447639733350403",NA,"2015 StPete dumps reclaimed eater in streets. 2017 they get a consent order from State to spend millions to fix system. Is it done NO- 2021 the dump reclaim water through a pipe break in a lake for 14 hours! Meanwhile mayor runs around blaming DeSantis on red tide cleanup. 🤦‍♀️ https://t.co/HzkCXyDEwD",FALSE
"208","ICYMI: St. Pete water main break spills 605,000 gallons of reclaimed water into Lake Maggiore . https   www tampabay com news st petersburg 2021 08 13 st pete water main break spills 605000 gallons of reclaimed water into lake maggiore",FALSE,"313403249",2021-08-16 14:30:33,"en","1427276599913820164","everyone","1427276599913820164","https://t.co/sZqcFrGEfL","Colleen Wright","https://pbs.twimg.com/profile_images/1419688736284086286/ZlueC8Kn_normal.jpg",TRUE,"727-900-6396. DM for Signal.",FALSE,"Shining sunlight on the Sunshine City ☀️ Back @tb_times covering the City of St. Petersburg. Dade County born, @miamiherald raised. she/her cwright@tampabay.com","Colleen_Wright","2011-06-08T16:11:10.000Z",0,0,1,0,0,7032,2416,17881,157,NA,"1166886975653195776",NA,"ICYMI: St. Pete water main break spills 605,000 gallons of reclaimed water into Lake Maggiore https://t.co/rGfpAt0sHl",FALSE
"209","The city of St. Petersburg faces a fine after more than 600,000 gallons of reclaimed water spilled into Lake Maggiore last week when a large pipe broke. 
. https   wusfnews wusf usf edu environment 2021 08 16 reclaimed water main break spills 605 102 gallons into st petes lake maggiore",FALSE,"17544442",2021-08-16 21:05:00,"en","1427375865210408976","everyone","1427375865210408976","https://t.co/KBo4cZ3VYG","WUSF","https://pbs.twimg.com/profile_images/882569215559028736/RMkZ8wkh_normal.jpg",TRUE,"Tampa, FL",FALSE,"WUSF Public Media is the Tampa Bay area’s source for news, in-depth reporting, educational programming, arts, and the finest classical music.","wusf","2008-11-21T20:07:08.000Z",0,0,1,0,0,14653,2305,37951,484,NA,NA,NA,"The city of St. Petersburg faces a fine after more than 600,000 gallons of reclaimed water spilled into Lake Maggiore last week when a large pipe broke. 
https://t.co/5qMWLHxZVO",FALSE
"210","#StPetersburg #Florida #Environment @wusf @julioochoa Reclaimed Water Main Break Spills 605,102 Gallons Into St. Pete’s Lake Maggiore . https   wusfnews wusf usf edu environment 2021 08 16 reclaimed water main break spills 605 102 gallons into st petes lake maggiore",FALSE,"356354647",2021-08-17 10:26:22,"en","1427577535416635392","everyone","1427577535416635392","https://t.co/pbylLGbNxb","Susan Giles Wantuck","https://pbs.twimg.com/profile_images/511522556906455040/zt2XNZ8l_normal.jpeg",TRUE,NA,FALSE,"News/Classical Music radio host, reporter, @NPR affiliate https://t.co/pbylLGbNxb & https://t.co/bWYWNjfTPT No DMs","SGWantuck","2011-08-16T18:39:54.000Z",0,0,1,0,0,2596,8052,27421,102,NA,"1402738405067399168",NA,"#StPetersburg #Florida #Environment @wusf @julioochoa Reclaimed Water Main Break Spills 605,102 Gallons Into St. Pete’s Lake Maggiore https://t.co/HArdFpUK3d",FALSE
"211","RT @wusf: The city of St. Petersburg faces a fine after more than 600,000 gallons of reclaimed water spilled into Lake Maggiore last week when a large pipe broke. 
 #environment. https   wusfnews wusf usf edu environment 2021 08 16 reclaimed water main break spills 605 102 gallons into st petes lake maggiore",FALSE,"188494970",2021-08-17 12:50:02,"en","1427613692032651268","everyone","1427613692032651268","https://t.co/u4KRaXmIXl","Jose Luis Jiménez","https://pbs.twimg.com/profile_images/685161859666722816/HDp5E3jM_normal.jpg",FALSE,"Tampa",FALSE,"Communicator, multimedia content creator & @wusf Assistant Program Director. Explorer, born on St. Croix, @FIU alumnus, who plays baseball, collects rum y ...","Jose_L_Jimenez","2010-09-08T21:38:22.000Z",0,0,0,0,0,1020,561,11823,98,NA,NA,NA,"RT @wusf: The city of St. Petersburg faces a fine after more than 600,000 gallons of reclaimed water spilled into Lake Maggiore last week when a large pipe broke. 
https://t.co/keroAPjxzK #environment",FALSE
"212","'Significant' Sewage Leak in Boca Ciega Bay   via @GabberNews. https   thegabber com significant sewage leak in boca ciega bay",FALSE,"534263140",2021-08-24 11:47:33,"fr","1430134682851725345","everyone","1430134682851725345",NA,"Florida Issues","https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",FALSE,NA,FALSE,"","FloridaIssues","2012-03-23T12:49:26.000Z",3,0,1,1,0,1025,11,135944,38,NA,NA,NA,"'Significant' Sewage Leak in Boca Ciega Bay  https://t.co/tuV7NWB5EU via @GabberNews",FALSE
"213","RT @FloridaIssues: 'Significant' Sewage Leak in Boca Ciega Bay   via @GabberNews. https   thegabber com significant sewage leak in boca ciega bay",FALSE,"1182264188091142146",2021-08-24 11:49:31,"fr","1430135176638738434","everyone","1430135176638738434","https://t.co/t2Pk9tsSgk","David H Julian-Future Refugee from Florida","https://pbs.twimg.com/profile_images/1566766160061861891/kpS7JTZb_normal.jpg",FALSE,"Most Embarrassed Nation",FALSE,"Husband-Navy Vet ...Barbara Jordan DEM &  MPA student at @FIU. Stop early criminalization of Black and Brown students is my new focus.","ONENATI42043514","2019-10-10T11:59:03.000Z",3,0,0,0,0,636,1863,13156,1,NA,"1188140226960592897",NA,"RT @FloridaIssues: 'Significant' Sewage Leak in Boca Ciega Bay  https://t.co/tuV7NWB5EU via @GabberNews",FALSE
"214","RT @FloridaIssues: 'Significant' Sewage Leak in Boca Ciega Bay   via @GabberNews. https   thegabber com significant sewage leak in boca ciega bay",FALSE,"66365462",2021-08-24 12:08:12,"fr","1430139878214455299","everyone","1430139878214455299",NA,"deb","https://pbs.twimg.com/profile_images/1366902956432441346/L9x8EWnB_normal.jpg",FALSE,"Somewhere USA",FALSE,"🚫NOLISTS🚫NO FBR ~~WEAR A DAMN MASK🔥VOTE BLUE FFS🔥🔥🔥🔥🔥","debsomewhere","2009-08-17T14:26:34.000Z",3,0,0,0,0,5968,6418,668699,3,NA,NA,NA,"RT @FloridaIssues: 'Significant' Sewage Leak in Boca Ciega Bay  https://t.co/tuV7NWB5EU via @GabberNews",FALSE
"215",". https   thegabber com significant sewage leak in boca ciega bay",FALSE,"44213758",2021-08-24 12:31:17,"zxx","1430145689628168211","everyone","1430145689628168211","https://t.co/aXnTKTefee","Gabber Newspaper","https://pbs.twimg.com/profile_images/1272633182236676101/D4J9Etb9_normal.jpg",FALSE,"Gulfport, Florida",FALSE,"The oldest independent weekly newspaper in Florida. Gulfport news and beaches events on tap. Go ahead, slide into our DMs, we don't mind.","GabberNews","2009-06-02T21:31:27.000Z",0,0,0,0,0,484,118,2249,16,NA,NA,NA,"https://t.co/3Ik96dTAtK",FALSE
"216","RT @FloridaIssues: 'Significant' Sewage Leak in Boca Ciega Bay   via @GabberNews. https   thegabber com significant sewage leak in boca ciega bay",FALSE,"2414913756",2021-08-24 15:14:35,"fr","1430186785653538816","everyone","1430186785653538816",NA,"Le Chat Biden Democrat","https://pbs.twimg.com/profile_images/1044311228661694464/8WGI5ptD_normal.jpg",FALSE,"Florida",FALSE,"#VOTE BLUE 2022 🌊🇺🇸🌊 #BuyARepublicanToday! no DM’s","LeChatNoire4","2014-03-27T21:29:48.000Z",3,0,0,0,0,14255,13707,1103614,336,NA,"1222268511134896129",NA,"RT @FloridaIssues: 'Significant' Sewage Leak in Boca Ciega Bay  https://t.co/tuV7NWB5EU via @GabberNews",FALSE
"217","Boca Ciega Bay absorbed a big flush of wastewater over the weekend @gabestern326 reports. The sewer pipe was so old the city didn’t know it existed. @TB_Times @TBTimesBiz . https   www tampabay com news breaking news 2021 08 23 74500 gallons of wastewater spill into pinellas countys boca ciega bay",FALSE,"15518828",2021-08-24 21:41:21,"en","1430284115102912518","everyone","1430284115102912518","https://t.co/nqGE2gcEFd","Sharon Kennedy Wynne","https://pbs.twimg.com/profile_images/744440755456966656/bid9_O7Z_normal.jpg",TRUE,"St. Petersburg, Fla.",FALSE,"Sharon Kennedy Wynne, entertainment & events writer, editor at the Tampa Bay Times @TB_Times. Mom, foodie, news junkie & fan of rollercoasters and theme parks","SharonKWn","2008-07-21T18:36:22.000Z",0,0,2,0,0,2889,1296,15439,84,NA,NA,NA,"Boca Ciega Bay absorbed a big flush of wastewater over the weekend @gabestern326 reports. The sewer pipe was so old the city didn’t know it existed. @TB_Times @TBTimesBiz https://t.co/HDaC09s9Qj",FALSE
"218","The Florida Department of Environmental Protection reported tens of thousands of gallons of raw sewage spilled into Boca Ciega Bay in St. Petersburg Beach.
. https   www wtsp com article news local 70500 gallons raw sewage released boca ciega bay 67 66627afa cc71 4873 aab1 37aa594c8af3",FALSE,"16743886",2021-08-25 22:49:15,"en","1430663590491611142","everyone","1430663590491611142","https://t.co/rHVdIDVNLL","10 Tampa Bay","https://pbs.twimg.com/profile_images/1257694617690046467/ISKyPJi0_normal.jpg",TRUE,"Tampa, Florida",FALSE,"10 Tampa Bay (CBS, TEGNA) covers news in Tampa, St. Petersburg, Clearwater & Sarasota.  News tips? 📱 727-577-1010, 📧 desk@wtsp.com or reply using @10TampaBay","10TampaBay","2008-10-14T19:14:27.000Z",3,1,4,1,0,180622,11943,315193,1727,NA,NA,NA,"The Florida Department of Environmental Protection reported tens of thousands of gallons of raw sewage spilled into Boca Ciega Bay in St. Petersburg Beach.
https://t.co/uIe4OJ23ca",FALSE
"219","RT @10TampaBay: The Florida Department of Environmental Protection reported tens of thousands of gallons of raw sewage spilled into Boca Ciega Bay in St. Petersburg Beach.
. https   www wtsp com article news local 70500 gallons raw sewage released boca ciega bay 67 66627afa cc71 4873 aab1 37aa594c8af3",FALSE,"55073553",2021-08-25 22:57:20,"en","1430665626952077313","everyone","1430665626952077313","https://t.co/NEAUYnDiAr","Maura Alwyen ☔ 🏴󠁧󠁢󠁳󠁣󠁴󠁿⚧♓","https://pbs.twimg.com/profile_images/1470834521679581188/y6BtqC82_normal.jpg",FALSE,"ZZ Plural Z Alpha",FALSE,"Master Craftsman, Wood & Metalworker, Author, INTJ, polymath @ElectionBabe's ride or die
#LGBTrights #Sexworkerrights 🏳️‍⚧️","MauraAlwyen","2009-07-08T23:48:55.000Z",3,0,0,0,0,1311,911,149783,25,NA,"1337823886105337858",NA,"RT @10TampaBay: The Florida Department of Environmental Protection reported tens of thousands of gallons of raw sewage spilled into Boca Ciega Bay in St. Petersburg Beach.
https://t.co/uIe4OJ23ca",FALSE
"220","@10TampaBay . https   getyarn io yarn clip d0405902 7a53 47dc b520 5c2c8531de2f",FALSE,"23559348",2021-08-25 23:38:32,"qme","1430675992838868994","everyone","1430663590491611142","https://t.co/PnmvzlxqtO","Pecker Checker, MD, the Piss Prophet","https://pbs.twimg.com/profile_images/91644544/don-mossi_normal.png",FALSE,"Chicago - Philly - Tampa",FALSE,"The complete five-tool ugly player. He could run ugly, hit ugly, throw ugly, field ugly, and ugly for power. He was ugly to all fields. Urologist-At-Large","CockDoc","2009-03-10T05:06:24.000Z",0,0,0,0,0,303,332,21995,6,"16743886","1050026844110680064",NA,"@10TampaBay https://t.co/2ecpmziupj",TRUE
"221","About 70,500 gallons of raw sewage released into Boca Ciega Bay  via @GoogleNews. https   www wtsp com article news local 70500 gallons raw sewage released boca ciega bay 67 66627afa cc71 4873 aab1 37aa594c8af3",FALSE,"269574838",2021-08-26 03:11:52,"en","1430729680852865024","everyone","1430729680852865024","http://t.co/viRHH2Yisx","Moomjy Neiman","https://pbs.twimg.com/profile_images/871566839066771456/c7AsSL6__normal.jpg",FALSE,NA,FALSE,"International, Activist, Writer, Teacher, Progressive, Feminist, -All the World Needs a Jolt.... human rights is a UniversalDeclaration🌊🐬🦈#TheResistance","MoomjyN","2011-03-21T01:58:06.000Z",0,0,0,0,0,10193,10098,78373,64,NA,"1616976326841212930",NA,"About 70,500 gallons of raw sewage released into Boca Ciega Bay https://t.co/VVRreUkyUL via @GoogleNews",FALSE
"222","There is no St. Pete without our beautiful parks, lakes, &amp; beaches. It is one of my top priorities as your next mayor to ensure our waterways stay clean, sewage discharges are minimized, and our shores are protected from Red Tide and the risk of oil drilling closer to our shores. . https   twitter com Kenwelch status 1438851481445158918 photo 1",FALSE,"18960773",2021-09-17 13:05:00,"en","1438851481445158918","everyone","1438851481445158918","https://t.co/xjcb1Po7um","Ken Welch","https://pbs.twimg.com/profile_images/1501050941277196295/s0ucYDiA_normal.jpg",FALSE,"St. Petersburg, Florida",FALSE,"Personal account of Ken Welch | St. Pete Mayor | Former Pinellas Commissioner | Good & Necessary Trouble | ΩΨΦ Eta Rho ‘17 | FAMU 🐍 | USFSP 🐂 | Champa Bay","Kenwelch","2009-01-14T00:45:37.000Z",0,3,12,1,0,4357,860,5799,88,NA,NA,NA,"There is no St. Pete without our beautiful parks, lakes, &amp; beaches. It is one of my top priorities as your next mayor to ensure our waterways stay clean, sewage discharges are minimized, and our shores are protected from Red Tide and the risk of oil drilling closer to our shores. https://t.co/fUt213vCeN",FALSE
"223","@Kenwelch We appreciate the people you have surrounding you who are taking the time to HEAR our concerns. That's so important.. ",FALSE,"289806147",2021-09-17 13:06:08,"en","1438851766242664449","everyone","1438851481445158918",NA,"Julie London Ferguson","https://pbs.twimg.com/profile_images/1648532582919819264/tQ4hOrZg_normal.jpg",FALSE,"Florida",FALSE,"Tribel: https://t.co/2NaQya9vwt…  Causes: STOP Guardian Abuse (protect Mom & Dad); Safe Dog/Cat Foods; #VoteBlue NO DM'S!!!","DearBubbie","2011-04-29T07:32:01.000Z",0,0,0,0,0,2835,2858,75740,30,"18960773","1450097293911277570",NA,"@Kenwelch We appreciate the people you have surrounding you who are taking the time to HEAR our concerns. That's so important.",TRUE
"224","@Kenwelch Our parks, lakes and beaches are beautiful but every main street and avenue leading to the aforementioned are absolutely awful, potholes, rippled streets and constant auto repairs due to or awful streets need immediate attention. I hear from visitors how awful streets are.. ",FALSE,"1223342825095467010",2021-09-17 13:12:50,"en","1438853455272157187","everyone","1438851481445158918",NA,"RobertC Florida Democrat","https://pbs.twimg.com/profile_images/1314976809109381120/gsPHhmiW_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"previous account  Liberal Against FASCIST tRump suspended,
 LGBTQ GAY MARRIED MAN IN FLORIDA, my husband immigrated from  German🏳️‍🌈🇺🇸🇩🇪 NO LISTS, NO DM'S","robbecfldem","2020-01-31T20:30:44.000Z",0,0,0,0,0,809,1595,5553,0,"18960773",NA,NA,"@Kenwelch Our parks, lakes and beaches are beautiful but every main street and avenue leading to the aforementioned are absolutely awful, potholes, rippled streets and constant auto repairs due to or awful streets need immediate attention. I hear from visitors how awful streets are.",TRUE
"225","@Kenwelch The roads are awful, J-Walking Downtown, allowing u-turns to park is very dangerous. Scooter are dangerous and I can go on and on.. ",FALSE,"26067371",2021-09-17 13:24:36,"en","1438856413435027457","everyone","1438851481445158918","https://t.co/XK9uwuAFaW","Larry T Jensen","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,"Clearwater,FL",FALSE,"Own and operate Joule Yacht Transport","LTJensen","2009-03-23T19:14:31.000Z",0,0,0,0,0,99,1744,69,1,"18960773",NA,NA,"@Kenwelch The roads are awful, J-Walking Downtown, allowing u-turns to park is very dangerous. Scooter are dangerous and I can go on and on.",TRUE
"226","@CalliCapone @PatriarchyHex @TNIK4DJT2020 @BuckSexton The red algae blooms are due to the Democrat mayor of St. Petersburg not maintaining the sewer system which lead to it leaking into the bay. But nice try.. ",FALSE,"781224898345701376",2021-10-01 00:17:55,"en","1443731870668177410","everyone","1443579545060196358",NA,"Daniel 🦚","https://pbs.twimg.com/profile_images/820892732394762241/QfG3G0bb_normal.jpg",FALSE,NA,FALSE,"I drink and I know economic things. Bane of the proudly innumerate. Smarter than the average environmentalist.","danielb106","2016-09-28T20:11:45.000Z",0,0,8,0,0,474,282,5065,5,"3438420089","1578222284610805761",NA,"@CalliCapone @PatriarchyHex @TNIK4DJT2020 @BuckSexton The red algae blooms are due to the Democrat mayor of St. Petersburg not maintaining the sewer system which lead to it leaking into the bay. But nice try.",FALSE
"227","Tampa and St Pete Have dumped either sewage or chemical waste into the ocean at least 5 times since I moved here 7yrs ago!!! . https   twitter com AyoCaesar status 1452910726918590464",FALSE,"1470507266",2021-10-26 22:09:06,"en","1453121536190291968","everyone","1453121536190291968",NA,"Hoagyn 🇺🇸#MAGA #KAG","https://pbs.twimg.com/profile_images/742068285114552320/2XpztLhy_normal.jpg",FALSE,NA,FALSE,"I believe that GOD, COUNTRY and FAMILY should always be our focus.","kevinhoagyn","2013-05-30T19:39:59.000Z",1,0,0,0,0,2149,2670,120059,41,NA,NA,NA,"Tampa and St Pete Have dumped either sewage or chemical waste into the ocean at least 5 times since I moved here 7yrs ago!!! https://t.co/ZATYUCzrAc",FALSE
"228","RT @kevinhoagyn: Tampa and St Pete Have dumped either sewage or chemical waste into the ocean at least 5 times since I moved here 7yrs ago!!! . https   twitter com AyoCaesar status 1452910726918590464",FALSE,"964610367363022848",2021-10-26 22:28:24,"en","1453126391197749250","everyone","1453126391197749250",NA,"Marc Hallaert","https://pbs.twimg.com/profile_images/1599908651480879105/kP8t1ccT_normal.jpg",FALSE,NA,FALSE,"Love my Country, and have a deep respect for our military personnel past and present. Will have no unity or cooperation with cheaters and corrupt politicians.","hallaert_marc","2018-02-16T21:20:07.000Z",1,0,0,0,0,1979,2371,46251,0,NA,NA,NA,"RT @kevinhoagyn: Tampa and St Pete Have dumped either sewage or chemical waste into the ocean at least 5 times since I moved here 7yrs ago!!! https://t.co/ZATYUCzrAc",FALSE
"229","""In 2015, Creative Loafing was among the first to report that the city was pumping sewage water into Clam Bayou, one of Boca Ciega Bay’s last tidal estuaries. Kriseman said that alerted the city it had a “stormwater problem” not a “sewage problem.”"" . https   floridapolitics com archives 473384 st petersburg sets multi billion dollar plan for preventing sewage spills",FALSE,"129615849",2021-11-15 20:45:07,"en","1460348157708099585","everyone","1460348157708099585","https://t.co/PY6jL6b4b8","Carlos Hernandez (Carlos Eats)","https://pbs.twimg.com/profile_images/1621588650571038720/0Wgo07-L_normal.jpg",FALSE,"TPA ✈️  SF",FALSE,"Writer for 10+ years. 🇵🇷 Raised on Super Burritos 🌯. Cuban Sandwiches have salami. Opinions are my own. carloshernandesu@gmail.com","carloseats","2010-04-04T22:17:03.000Z",0,0,0,0,0,12292,13460,340175,304,NA,"1623725928281960451",NA,"""In 2015, Creative Loafing was among the first to report that the city was pumping sewage water into Clam Bayou, one of Boca Ciega Bay’s last tidal estuaries. Kriseman said that alerted the city it had a “stormwater problem” not a “sewage problem.”"" https://t.co/BT6dCP819B",FALSE
"230","Like a friend who has ""let herself go,"" St Pete has, like much of Florida, let itself go.

Florida Infrastructure to mitigate pollution going into Clam Bayou (the last remaining tidal estuary on Boca Ciega Bay)

What prompted the $1B redo?
#DemCastFL #OVFL
  . https   www cltampa com news views article 20762281 st pete dumps raw sewage into clam bayou updated. https   twitter com DemsKeys status 1460628729118572546 photo 1. https   twitter com calusawater status 1460607448943845385",FALSE,"1161269334188183553",2021-11-16 15:20:00,"en","1460628729118572546","everyone","1460628729118572546","https://t.co/mdvUNArmgu","FloridaKeysDems DemCastFL Lead ☮️ OVFL💔","https://pbs.twimg.com/profile_images/1161271342190268417/CXDmrVyj_normal.png",FALSE,"Key West, Florida",FALSE,"True Blue #OneV1 Z25 #DemCast #NDLB #FL26 blog@keysdems.com https://t.co/T98HbQK4Gd… https://t.co/AroIFD6RqR
New! KeysDems@Masto.ai","DemsKeys","2019-08-13T13:32:39.000Z",8,2,12,0,0,9885,9555,64676,47,NA,"1592263868281393152",NA,"Like a friend who has ""let herself go,"" St Pete has, like much of Florida, let itself go.

Florida Infrastructure to mitigate pollution going into Clam Bayou (the last remaining tidal estuary on Boca Ciega Bay)

What prompted the $1B redo?
#DemCastFL #OVFL
https://t.co/zjsZS7BEVZ https://t.co/DxtQYoSeyn https://t.co/M2kwWAonKj",FALSE
"231","@DemsKeys I'm so glad that our representative @CharlieCrist supported the infrastructure bill. It's going to help us rebuild and strengthen our peninsula so we'll be more prepared to face hurricanes and rising waters.. ",FALSE,"18771924",2021-11-16 15:46:40,"en","1460635436603301893","everyone","1460628729118572546",NA,"maria","https://pbs.twimg.com/profile_images/1242562461028540427/D4q9aiyX_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"Philosopher, Filmmaker, Writer, Vegan, Figure Skater. Trying to #BeLikePete ❤️🌱🌈🌊🦩","logicBFF","2009-01-08T17:56:58.000Z",0,0,4,0,0,2907,4651,82073,5,"1161269334188183553","1387787922573860866",NA,"@DemsKeys I'm so glad that our representative @CharlieCrist supported the infrastructure bill. It's going to help us rebuild and strengthen our peninsula so we'll be more prepared to face hurricanes and rising waters.",TRUE
"232","RT @DemsKeys: Like a friend who has ""let herself go,"" St Pete has, like much of Florida, let itself go.

Florida Infrastructure to mitigate pollution going into Clam Bayou (the last remaining tidal estuary on Boca Ciega Bay)

What prompted the $1B redo?
#DemCastFL #OVFL
  . https   www cltampa com news views article 20762281 st pete dumps raw sewage into clam bayou updated. https   twitter com DemsKeys status 1460628729118572546 photo 1. https   twitter com calusawater status 1460607448943845385",FALSE,"18771924",2021-11-16 15:46:43,"en","1460635449211465730","everyone","1460635449211465730",NA,"maria","https://pbs.twimg.com/profile_images/1242562461028540427/D4q9aiyX_normal.jpg",FALSE,"St Petersburg, FL",FALSE,"Philosopher, Filmmaker, Writer, Vegan, Figure Skater. Trying to #BeLikePete ❤️🌱🌈🌊🦩","logicBFF","2009-01-08T17:56:58.000Z",8,0,0,0,0,2942,4694,82242,5,NA,"1387787922573860866",NA,"RT @DemsKeys: Like a friend who has ""let herself go,"" St Pete has, like much of Florida, let itself go.

Florida Infrastructure to mitigate pollution going into Clam Bayou (the last remaining tidal estuary on Boca Ciega Bay)

What prompted the $1B redo?
#DemCastFL #OVFL
https://t.co/zjsZS7BEVZ https://t.co/DxtQYoSeyn https://t.co/M2kwWAonKj",FALSE
"233","RT @DemsKeys: Like a friend who has ""let herself go,"" St Pete has, like much of Florida, let itself go.

Florida Infrastructure to mitigate pollution going into Clam Bayou (the last remaining tidal estuary on Boca Ciega Bay)

What prompted the $1B redo?
#DemCastFL #OVFL
  . https   www cltampa com news views article 20762281 st pete dumps raw sewage into clam bayou updated. https   twitter com DemsKeys status 1460628729118572546 photo 1. https   twitter com calusawater status 1460607448943845385",FALSE,"3665534661",2021-11-16 16:08:17,"en","1460640877450252293","everyone","1460640877450252293",NA,"Javier Vasquez.","https://pbs.twimg.com/profile_images/1536000474603737088/4YezL1LI_normal.jpg",FALSE,"SW FL",FALSE,"🌊 5th Generation Native Texan. Florida Gator. Chef. Consumer of Adult Beverages. Clean Heart, Dirty Mouth. Z1 Co-Founder @One_Voice_1 #ONEV1 https://t.co/0d0TsAiEob","rjaviervasquez","2015-09-15T16:20:14.000Z",8,0,0,0,0,18593,19771,66826,26,NA,"1184590024219746304",NA,"RT @DemsKeys: Like a friend who has ""let herself go,"" St Pete has, like much of Florida, let itself go.

Florida Infrastructure to mitigate pollution going into Clam Bayou (the last remaining tidal estuary on Boca Ciega Bay)

What prompted the $1B redo?
#DemCastFL #OVFL
https://t.co/zjsZS7BEVZ https://t.co/DxtQYoSeyn https://t.co/M2kwWAonKj",FALSE
