"","text","id","lang","created_at.x","possibly_sensitive","author_id","conversation_id","reply_settings","in_reply_to_user_id","created_at.y","profile_image_url","username","description","name","protected","verified","pinned_tweet_id","url","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links","reply.to.thread.no.term"
"142","In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315019330703294465","en",2020-10-10 20:00:14,FALSE,"19539716","1315019330703294465","everyone",NA,"2009-01-26T15:39:13.000Z","https://pbs.twimg.com/profile_images/1610307898273402883/7Os3ooP9_normal.jpg","foe_us","Friends of the Earth (Action), Inc. defends the environment and champions a healthy and just world.","Friends of the Earth (Action)",FALSE,TRUE,"1613188167112294403","https://t.co/xTW8MZ1hPR","Washington, D.C.",20,1,22,1,0,244475,1900,76388,3121,"In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"143","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315019482247630849","en",2020-10-10 20:00:51,FALSE,"1183898923871690752","1315019482247630849","everyone",NA,"2019-10-15T00:15:06.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","spas_yankov","Bulgarian . Enjoy wildlife studying ecology ,love #Safarilive","spas_yankov",FALSE,FALSE,"1217487269197766656","https://t.co/K7Fp38YR1t","Bulgaria",20,0,0,0,0,152,861,56829,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"144","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315019566339231747","en",2020-10-10 20:01:11,FALSE,"1633538270","1315019566339231747","everyone",NA,"2013-07-30T18:24:46.000Z","https://pbs.twimg.com/profile_images/1548105100475871234/xvAniFiH_normal.jpg","LiLSilverJ","LiLSilver Actor/Music Producer/Youtuber Gamer  & Twitch Streamer","LiL'Silver",FALSE,FALSE,"1619065217165701120","https://t.co/Gec80qSwTB","Texas/L.A./N.Y.",20,0,0,0,0,1136,5000,404228,41,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"145","@foe_us 😥 #saveourseas. ","1315020095463321600","qme",2020-10-10 20:03:17,FALSE,"16512203","1315019330703294465","everyone","19539716","2008-09-29T14:39:58.000Z","https://pbs.twimg.com/profile_images/1390545519622205442/RtHPpKE-_normal.jpg","suecartwright","Spiral Leaf celebrates Nature and Natural Health with Galleries, Poems, Articles, Hand Pressed Artwork, Gifts and Nature Videos  https://t.co/ef82Q9moCs","Spiral Leaf",FALSE,FALSE,NA,"https://t.co/YAiiA2llBk","Devon | Planet Earth",0,0,0,0,0,14700,1921,37530,451,"@foe_us 😥 #saveourseas",TRUE
"146","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315020665779441665","en",2020-10-10 20:05:33,FALSE,"1390728259","1315020665779441665","everyone",NA,"2013-04-29T23:39:53.000Z","https://pbs.twimg.com/profile_images/797528449871122432/DeiQpaqG_normal.jpg","srzjwalters","Gifted&TalentedAdministrator.EnvironmentalScience MSc. I RT Art&Science..Try not to frighten each other! First&Last Valuables:Soil/Water/Air/Information.","Sandi Walters",FALSE,FALSE,"916314246996217856",NA,"Staying Global",20,0,0,0,0,4525,4998,281867,594,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"147","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315021345898393600","en",2020-10-10 20:08:15,FALSE,"1209262253251407872","1315021345898393600","everyone",NA,"2019-12-23T23:59:35.000Z","https://pbs.twimg.com/profile_images/1596773060174127104/LGDdViU3_normal.jpg","MarisolTorresRS","♍Virgo.🕊️Soldier of God.⚕️Caretaker.💚Vegan.🐾Humane.🌍#WeAreOne.🌱Nurturer. #DontAskMe2PickASideCauseiPickU #LiberalForJusticeAndTheVoiceless  📴DM","MARISOL",FALSE,FALSE,"1614855257653391361",NA,"Texas, USA",20,0,0,0,0,39038,33055,41807,64,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"148","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315022094355386377","en",2020-10-10 20:11:13,FALSE,"90313781","1315022094355386377","everyone",NA,"2009-11-16T03:26:50.000Z","https://pbs.twimg.com/profile_images/1605502077719007234/xT6SATLZ_normal.jpg","B2BGreenNow","Artist seeking Clean Energy Innovation & Green Economy Solutions 
Lists: https://t.co/upZEE1Ib7u AKA @CSMartinArt","CS Martin",FALSE,FALSE,"1617319017576026113","https://t.co/LLRmYjFles","Oregon",20,0,0,0,0,1224,3298,28836,96,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"149","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315022325331488769","en",2020-10-10 20:12:08,FALSE,"187046028","1315022325331488769","everyone",NA,"2010-09-05T03:11:16.000Z","https://pbs.twimg.com/profile_images/1060713203418779649/GylAJ0Qp_normal.jpg","kismet887","Love birds, animals, nature. Save our planet 🌎 
Zero tolerance for corrupt pols & liars.","Just Christy 🌊☮🌎",FALSE,FALSE,NA,NA,NA,20,0,0,0,0,156,1648,59188,1,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"150","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315023106147188736","en",2020-10-10 20:15:15,FALSE,"901306155556884480","1315023106147188736","everyone",NA,"2017-08-26T04:51:47.000Z","https://pbs.twimg.com/profile_images/1211211348429832193/SMStGagz_normal.jpg","VoceVelocepede","*Smallstep Forman ~ We can enjoy Beauty again ~ every bird’s got its own ‘pinions ~ imaginings mine compoted ~ ⚠️ RETWEETS SIN DESCARGO DE RESPONSABILIDAD","ƒLŭX *",FALSE,FALSE,"1435135130062917632",NA,"Kwantlen Territories",20,0,0,0,0,181,258,39124,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"151","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315023617944682501","en",2020-10-10 20:17:17,TRUE,"824274321610653697","1315023617944682501","everyone",NA,"2017-01-25T15:14:47.000Z","https://pbs.twimg.com/profile_images/1098482666561626112/ReBTHs5H_normal.jpg","juliettemcunic1","Professsor. Shakespeare specialist. Sci-Fi, comics, graphic novels, and film fan. Intrigued by origins of things. Liberal. Respect reasoned opposing views.","Juliette Cunico",FALSE,FALSE,NA,NA,NA,20,0,0,0,0,167,680,20506,1,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"152","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315024545296809989","en",2020-10-10 20:20:58,FALSE,"1277727553202110467","1315024545296809989","everyone",NA,"2020-06-29T22:16:52.000Z","https://pbs.twimg.com/profile_images/1594779099259670529/dGzcIi6W_normal.jpg","VoteForChanges","It’s only a democracy if you participate ✊🏿✊🏾✊🏽✊🏼✊🏻#BreonnaTaylor #BlackTransLivesMatter Justice At Fort Hood #JusticeForElijahMcClain #PardonRealityWinner","Vote Decent People In to Office 🏴‍☠️💚",FALSE,FALSE,"1409656221682921472","https://t.co/G0l625EUIB","@TheRagtagBand",20,0,0,0,0,2381,2795,322777,7,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"153","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315024864579780608","en",2020-10-10 20:22:14,FALSE,"2775281293","1315024864579780608","everyone",NA,"2014-08-28T00:23:23.000Z","https://pbs.twimg.com/profile_images/885028033198993408/Kqd9s47z_normal.jpg","jeezecat","Be the butterfly's wings.","NancyG",FALSE,FALSE,"1623942865419390977",NA,"California",20,0,0,0,0,143,165,55256,47,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"154","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315029414690926594","en",2020-10-10 20:40:19,FALSE,"1274385281030991873","1315029414690926594","everyone",NA,"2020-06-20T16:56:29.000Z","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","StarkerSusan","#twitteranimals
#birdlover
#natureLover
#Democrat","Susan Starker🌊🌻",FALSE,FALSE,NA,NA,NA,20,0,0,0,0,649,2770,101719,2,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"155","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315036384202158080","en",2020-10-10 21:08:00,FALSE,"1265421301776183296","1315036384202158080","everyone",NA,"2020-05-26T23:16:22.000Z","https://pbs.twimg.com/profile_images/1265422041802407937/0rcYkTf2_normal.jpg","monica_hilding","Retired teacher.  Gardener. Working to secure a future for our planet.","Monica Hilding",FALSE,FALSE,NA,NA,NA,20,0,0,0,0,110,301,3150,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"156","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315037164124737538","en",2020-10-10 21:11:06,FALSE,"823613018248544257","1315037164124737538","everyone",NA,"2017-01-23T19:27:00.000Z","https://pbs.twimg.com/profile_images/1100582759452626944/vrpjb4IQ_normal.jpg","JETconsul","Peace through Culture…","The Real Gnome",FALSE,FALSE,NA,NA,NA,20,0,0,0,0,335,733,40027,1,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"157","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315040950134222848","en",2020-10-10 21:26:09,FALSE,"870581448201424896","1315040950134222848","everyone",NA,"2017-06-02T10:02:46.000Z","https://pbs.twimg.com/profile_images/1325202442938560512/g3czzIF1_normal.jpg","GeorgeiSali","SAHM during pandemic, starved for adult convos. I have too many thoughts about Thomas the Tank Engine. Political beliefs: Capt America + Capt Planet.","Georgia",FALSE,FALSE,"1256592422177554434",NA," ",20,0,0,0,0,85,265,2030,0,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"158","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315096510028148736","en",2020-10-11 01:06:55,FALSE,"297318295","1315096510028148736","everyone",NA,"2011-05-12T09:38:34.000Z","https://pbs.twimg.com/profile_images/417420880742842368/Hzb2fMqK_normal.png","NannyJoan26","Mum to 4, Nanny to 7, Great-Grandma to 3 !!","Joan Woolacott",FALSE,FALSE,NA,NA,"At my house",20,0,0,0,0,1039,3151,69328,1,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"159","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315257416632557568","en",2020-10-11 11:46:19,FALSE,"1217678519737544704","1315257416632557568","everyone",NA,"2020-01-16T05:24:25.000Z","https://pbs.twimg.com/profile_images/1531150986898616320/H-zbq9IV_normal.jpg","Shikha_phoenix","#NaMo My Inspiration|#Hinduism is Absolute,Not an option| On the way of #TransformingLives, That's real #achievement|& I ❤ #VENUS 🙈","Shikha_phoenix",FALSE,FALSE,"1368532390004412416",NA,"New Delhi, India",20,0,0,0,0,2240,541,21771,3,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"160","RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

. https   www heraldtribune com story news local sarasota 2020 09 30 opposition mounts against proposed fish farm off coast sarasota 3573728001","1315283248965193728","en",2020-10-11 13:28:57,FALSE,"276152227","1315283248965193728","everyone",NA,"2011-04-02T19:23:26.000Z","https://pbs.twimg.com/profile_images/1553850370065137665/qFcPX_KN_normal.jpg","hrvoji","A disappointed optimist.","msema",FALSE,FALSE,"1325139109627658290",NA,NA,20,0,0,0,0,394,353,18698,1,"RT @foe_us: In the middle of a public health pandemic, Trump's administration is trying to fill the Gulf with industrial aquaculture — which can pump antibiotics, chemicals, disease and fish waste into our oceans. 

#DontCageOurOcean

https://t.co/s13jP0NU72",FALSE
"161","News just in! CFS and allies have filed an appeal against the #EPA pollution discharge permit for #VelellaEpsilon, an industrial #finfish #aquaculture facility vying for construction permits in federal waters off of Sarasota, #Florida. @foe_us . https   www centerforfoodsafety org press releases 6183 coalition appeals epa permit allowing industrial wastewater from fish farm in gulf of mexico","1323382214080389121","en",2020-11-02 21:51:21,FALSE,"18694861","1323382214080389121","everyone",NA,"2009-01-06T20:56:35.000Z","https://pbs.twimg.com/profile_images/439099925029060608/2JlBm5lf_normal.png","CFSTrueFood","Protecting our food, farms & environment! #NoFactoryFarms #ProtectPollinators Get the latest: https://t.co/cm4w750SDD","Center for Food Safety",FALSE,FALSE,"1590483601225023488","https://t.co/jR0QO89re3","DC | CA | OR | HI",0,0,3,0,0,46405,9124,16565,1258,"News just in! CFS and allies have filed an appeal against the #EPA pollution discharge permit for #VelellaEpsilon, an industrial #finfish #aquaculture facility vying for construction permits in federal waters off of Sarasota, #Florida. @foe_us https://t.co/v4Exmb8Ubz",FALSE
"162","SARASOTA, Fla. – After a leak in the liner of a reservoir caused a partial breach in one of its containment walls, officials hope pumping 30 M gallons of wastewater into the Tampa Bay ecosystem will relieve pressure on the walls &amp; reduce chance of an uncontrolled major breach. . https   twitter com drummike2012 status 1379118259291688967","1379135105751375875","en",2021-04-05 18:13:26,FALSE,"111101761","1379135105751375875","everyone",NA,"2010-02-03T20:35:05.000Z","https://pbs.twimg.com/profile_images/1481480644760801280/pzztGkKw_normal.jpg","snapshutter","My F-bombs drop F-bombs. When I comb my hair nice-my horns don't show. Nov 13 ♏️ he/him 🚫DM’s ! 🇨🇦🇺🇸🏳️‍🌈 #LGBTQIA+ #BLM #BlueCrew","Rotten Robbie",FALSE,FALSE,"1305194450025500672",NA,"North of Seattle ",0,1,0,0,0,33661,35411,62026,16,"SARASOTA, Fla. – After a leak in the liner of a reservoir caused a partial breach in one of its containment walls, officials hope pumping 30 M gallons of wastewater into the Tampa Bay ecosystem will relieve pressure on the walls &amp; reduce chance of an uncontrolled major breach. https://t.co/9C33jS5BX7",FALSE
"163","@snapshutter Oh, no. 🤬. ","1379137307496869888","en",2021-04-05 18:22:11,FALSE,"824684964105113600","1379135105751375875","everyone","111101761","2017-01-26T18:26:32.000Z","https://pbs.twimg.com/profile_images/1563335181775151105/cT9HI6fg_normal.jpg","mrsmushnik","JFC! Arrest the insurrectionists! #FightFascism #BlackLivesMatter #MMIWG2S #LoveIsLove #HandsOffOurBodies 💛💙🏳️‍🌈","Steph 🐝 ☮️💙",FALSE,FALSE,"1643045557970038785",NA,"Earth  🌎",0,0,1,0,0,2441,2869,17305,2,"@snapshutter Oh, no. 🤬",TRUE
"164","As eyes across the nation follow the environmental crisis at Piney Point, ecological groups like Sarasota Dolphin Research Program have raised alarms on the impact the pumping of wastewater will have on Tampa Bay and its natural inhabitants. . http   srqmagazine com srq daily 2021 04 12 16759_Sarasota Dolphin Research Program Monitoring Piney Point Effects","1381613505732808714","en",2021-04-12 14:21:43,FALSE,"207800829","1381613505732808714","everyone",NA,"2010-10-26T01:55:10.000Z","https://pbs.twimg.com/profile_images/1436338512522006535/8pjqddut_normal.jpg","srq_mag","Engaging residents, visitors, arts enthusiasts & luxury connoisseurs in the active, vibrant living of the Creative Coast. #LiveLocal #LoveLocal","SRQ Magazine",FALSE,FALSE,NA,"https://t.co/QhsL5lVmCj","Sarasota, Florida",1,1,1,0,0,8857,247,2344,91,"As eyes across the nation follow the environmental crisis at Piney Point, ecological groups like Sarasota Dolphin Research Program have raised alarms on the impact the pumping of wastewater will have on Tampa Bay and its natural inhabitants. https://t.co/4fEJ7C2okT",FALSE
"165","@SRQChirps If you trust the authorities on this one you will regret it. #stayvigilant. ","1381615303927422980","en",2021-04-12 14:28:52,FALSE,"471534389","1381613505732808714","everyone","207800829","2012-01-23T00:16:09.000Z","https://pbs.twimg.com/profile_images/2571529164/zm5xz81sqa41ozfb3u4k_normal.jpeg","GaySpaceLaser","Paying the mortgage; swimming when I can. Big queen. Oh, and woke; come for me!","G S Laser",FALSE,FALSE,NA,NA,"NORTH TRURO, MA",0,0,0,0,0,30,161,696,1,"@SRQChirps If you trust the authorities on this one you will regret it. #stayvigilant",TRUE
"166","RT @SRQChirps: As eyes across the nation follow the environmental crisis at Piney Point, ecological groups like Sarasota Dolphin Research Program have raised alarms on the impact the pumping of wastewater will have on Tampa Bay and its natural inhabitants. . http   srqmagazine com srq daily 2021 04 12 16759_Sarasota Dolphin Research Program Monitoring Piney Point Effects","1381656074755973124","en",2021-04-12 17:10:52,FALSE,"32651107","1381656074755973124","everyone",NA,"2009-04-17T23:15:13.000Z","https://pbs.twimg.com/profile_images/1517182421791346694/MT7UE8hz_normal.jpg","Sugamommaof7","","Mscp69",FALSE,FALSE,NA,NA,NA,1,0,0,0,0,1767,1343,171841,5,"RT @SRQChirps: As eyes across the nation follow the environmental crisis at Piney Point, ecological groups like Sarasota Dolphin Research Program have raised alarms on the impact the pumping of wastewater will have on Tampa Bay and its natural inhabitants. https://t.co/4fEJ7C2okT",FALSE
"167","@GovRonDeSantis @FLDEPNews  

Who says it's ok to dump wastewater into our ocean and destroy the gulf yet again?. https   www wfla com news sarasota county red tide reported at several sarasota county beaches health officials warn","1383067153792913411","en",2021-04-16 14:38:00,FALSE,"709875526899474432","1382042387804000261","everyone","1058807868","2016-03-15T22:54:49.000Z","https://pbs.twimg.com/profile_images/1060322541686980608/Get4j0id_normal.jpg","BizarroJerry16","","Bizarro-Jerry",FALSE,FALSE,NA,NA,NA,0,0,0,0,0,4,64,1750,0,"@GovRonDeSantis @FLDEPNews https://t.co/Lmh9P9c61e 

Who says it's ok to dump wastewater into our ocean and destroy the gulf yet again?",FALSE
"168","Learn about the preserves that are most affected by #pineypoint wastewater discharges into Tampa Bay 
 via @heraldtribune. https   www heraldtribune com story news environment 2021 04 19 sensitive habitat under pressure piney point wastewater tampa bay manatee sarasota 7250692002","1384145919810052111","en",2021-04-19 14:04:38,FALSE,"1262593178827358208","1384145919810052111","everyone",NA,"2020-05-19T03:57:34.000Z","https://pbs.twimg.com/profile_images/1262593419307819009/z8Z_5Uzx_normal.jpg","NSGJesse","","NSGJesse",FALSE,FALSE,NA,NA,NA,0,0,1,0,0,0,34,52,0,"Learn about the preserves that are most affected by #pineypoint wastewater discharges into Tampa Bay 
https://t.co/XJ7waEsKuL via @heraldtribune",FALSE
"169","Red Tide noticed in Sarasota last week, but it's still unclear whether Piney Point wastewater discharge from the north in Tampa Bay will meet with Red Tide organisms and fuel a bloom. . https   twitter com amy_hollyfield status 1383039520682217477","1384248575123542017","en",2021-04-19 20:52:33,FALSE,"213164823","1384248575123542017","everyone",NA,"2010-11-08T04:18:07.000Z","https://pbs.twimg.com/profile_images/560772860545757185/UJ0f-WFA_normal.jpeg","ZackSampson","Investigative reporter @TB_Times. zsampson@tampabay.com. On Signal: 813-534-0157. he/him.","Zack Sampson",FALSE,TRUE,NA,"https://t.co/YleaqdcAN8","St. Petersburg, Fla.",4,0,2,1,0,3326,869,14759,153,"Red Tide noticed in Sarasota last week, but it's still unclear whether Piney Point wastewater discharge from the north in Tampa Bay will meet with Red Tide organisms and fuel a bloom. https://t.co/jZn2CL1Vn6",FALSE
"170","RT @ZackSampson: Red Tide noticed in Sarasota last week, but it's still unclear whether Piney Point wastewater discharge from the north in Tampa Bay will meet with Red Tide organisms and fuel a bloom. . https   twitter com amy_hollyfield status 1383039520682217477","1384253856037494793","en",2021-04-19 21:13:32,FALSE,"388403805","1384253856037494793","everyone",NA,"2011-10-10T17:55:05.000Z","https://pbs.twimg.com/profile_images/1549607894471024643/qPNmpKmZ_normal.jpg","langstonitaylor","Data editor for @TB_Times. | He/Him.","Langston Taylor",FALSE,TRUE,NA,"https://t.co/R6j9Wu9kRR","~~Pay your interns.~~",4,0,0,0,0,3778,2445,40027,111,"RT @ZackSampson: Red Tide noticed in Sarasota last week, but it's still unclear whether Piney Point wastewater discharge from the north in Tampa Bay will meet with Red Tide organisms and fuel a bloom. https://t.co/jZn2CL1Vn6",FALSE
"171","The full effects of the Piney Point wastewater discharge is not yet known, but we're already seeing a multiyear, multidisciplinary effort by scientists to fully understand the impact of so much nitrogen will have on ecosystems. via .@Reportographer 

. https   www heraldtribune com story news environment 2021 04 19 sensitive habitat under pressure piney point wastewater tampa bay manatee sarasota 7250692002","1384259334784184328","en",2021-04-19 21:35:18,FALSE,"818905460766023681","1384259334784184328","everyone",NA,"2017-01-10T19:40:51.000Z","https://pbs.twimg.com/profile_images/1620551285459062791/UC5eQtyL_normal.jpg","TimothyJFanning","Reporter, solver of weird mysteries, archival storyteller, bad pun writer for @ExpressNews. Recovering Florida man. Prior @TB_Times @HeraldTribune newshound.","Timothy Fanning",FALSE,TRUE,"1584618746127085569",NA,"St. Petersburg ➡️ San Antonio ",1,0,1,1,0,1184,844,5262,27,"The full effects of the Piney Point wastewater discharge is not yet known, but we're already seeing a multiyear, multidisciplinary effort by scientists to fully understand the impact of so much nitrogen will have on ecosystems. via .@Reportographer 

https://t.co/urSgT76Czt",FALSE
