"","text","created_at.x","possibly_sensitive","lang","author_id","conversation_id","id","reply_settings","description","location","profile_image_url","url","username","created_at.y","name","verified","protected","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","pinned_tweet_id","in_reply_to_user_id","reply.to.thread.no.term","geo_place_id"
"294","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:42:13,FALSE,"en","1306730372407996420","1814068185710072207","1814068185710072207","everyone","",NA,"https://pbs.twimg.com/profile_images/1306731580375920641/gd0xaYRq_normal.jpg",NA,"HCamper22","2020-09-17T23:03:17.000Z","HappyCamper22",FALSE,FALSE,107,0,0,0,0,0,702,934,27539,2,54606,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1320211130879541249",NA,NA,NA
"295","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:41:08,FALSE,"en","1167775229109837825","1814067911444623505","1814067911444623505","everyone","CONVICT TRUMP! TURN FL BLUE! REMOVE RUBIO, GAETZ & DEATHSANTIS! 🌊🌊🌊  ❄❄🌛🌝🌜 Coexist 🌛🌚🌜💔 ☘🍀☘🍀 🧹🧙‍♀️","Palm Beach, FL","https://pbs.twimg.com/profile_images/1590491286955606021/_HKW9JI7_normal.jpg",NA,"maura_resister","2019-08-31T12:24:59.000Z","Maura💔🟧🟦",FALSE,FALSE,107,0,0,0,0,0,38868,36427,265563,51,229527,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1808838285545902496",NA,NA,NA
"296","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:31:16,FALSE,"en","805248112264626176","1814065429016354914","1814065429016354914","everyone","Liberal. Democrat. Yankees, Jets, Knicks, StarTrek & Classic Rock. Blocked by Rudy Giuliani. #BLM #ONEV1 #ResistanceUnited  NO LISTS & NO DMs UNLESS I KNOW YOU!","Queens, NY","https://pbs.twimg.com/profile_images/1396190562001330177/EzxaLJBa_normal.jpg",NA,"FidelisToJusti1","2016-12-04T03:11:25.000Z","Fidelis To Justice",FALSE,FALSE,107,0,0,0,0,0,24786,20733,244381,27,226912,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1421076945022902276",NA,NA,NA
"297","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:30:52,FALSE,"en","1402269417065615361","1814065327782732279","1814065327782732279","everyone","Joyful human. RN “We can do no great things, only small things with great love”. Mother Theresa #ProudBlue #INFP #NonViolence Animals are medicine BIDEN24 ❌dm!","Tennessee, USA","https://pbs.twimg.com/profile_images/1815189422767226880/f5JSo9of_normal.jpg",NA,"WOLFwisdom58","2021-06-08T14:21:30.000Z","amarie 🙏 #WildlifeRehab #DailyPaw #Climate",FALSE,FALSE,107,0,0,0,0,0,11154,10576,210614,30,165185,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1815544563932840357",NA,NA,NA
"298","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:28:43,FALSE,"en","1510679806672834567","1814064786826535026","1814064786826535026","everyone","",NA,"https://pbs.twimg.com/profile_images/1510680060642144260/qQFVkA1a_normal.jpg",NA,"Vickireed3Reed","2022-04-03T18:05:19.000Z","Bo",FALSE,FALSE,107,0,0,0,0,0,510,322,8688,1,160708,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"299","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:14:19,FALSE,"en","3304320810","1814061161920270808","1814061161920270808","everyone","Social justice advances when citizens are literate
#MediaLiteracy  #History 
#amwriting #ENDALZ #DemVoice1 #wtpBLUE #DemCast #DemCastNJ #FreshResists","Occupied Lenni-Lenape Land","https://pbs.twimg.com/profile_images/1650823881781919745/n0qxk3W7_normal.jpg","https://t.co/LmRYibYhGu","Joanhussey1","2015-08-02T15:10:33.000Z","Joan Hussey Local Elections Matter 💙💙💙",FALSE,FALSE,107,0,0,0,0,0,15799,14022,229330,9,258990,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1512216884334272516",NA,NA,NA
"300","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:13:54,FALSE,"en","383046887","1814061056991576527","1814061056991576527","everyone","Fmr social worker / Semi-retiree / she/ her / #DemVoice1 / #ONEV1 Z23/#wtpBLUE Tribel: @Marikong Post/ Mastdon: @marikosegawa Threads: @locogirl0729","🇯🇵 Osaka Japan","https://pbs.twimg.com/profile_images/1065907796044988418/ILrOEpOu_normal.jpg",NA,"marikosegawa","2011-10-01T05:08:03.000Z","marikong 🇯🇵",FALSE,FALSE,107,0,0,0,0,0,8753,8420,345531,11,511020,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1512271983513567232",NA,NA,NA
"301","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:08:43,FALSE,"en","1733871585637879808","1814059752848048140","1814059752848048140","everyone","we don't find strength, strength finds us
#DemVoice1, #wtpBLUE #BlueCrew","Ocala, FL","https://pbs.twimg.com/profile_images/1733871904576917504/AdyCyEKW_normal.jpg",NA,"meme611081531","2023-12-10T15:29:56.000Z","Marianne",FALSE,FALSE,107,0,0,0,0,0,4021,3919,42071,2,38723,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1737543335043055636",NA,NA,NA
"302","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:06:06,FALSE,"en","1636944218","1814059093046317332","1814059093046317332","everyone","",NA,"https://pbs.twimg.com/profile_images/497192933586894848/YLTKCvJ5_normal.jpeg",NA,"laurasflorida","2013-08-01T02:38:11.000Z","laura scanlan",FALSE,FALSE,107,0,0,0,0,0,372,1940,23024,0,133827,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"303","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:04:16,FALSE,"en","1230132785693757443","1814058633837060456","1814058633837060456","everyone","married to my husband,loves animals, strong women rights advocate, believe in kindness and holding republicans accountable for trying to overthrow our democracy",NA,"https://pbs.twimg.com/profile_images/1230133257519366148/h3wLtLbN_normal.jpg",NA,"cMott15","2020-02-19T14:11:48.000Z","cMott🟧💙💙💙",FALSE,FALSE,107,0,0,0,0,0,2050,992,231341,4,181342,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"304","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:02:08,FALSE,"en","1375437668352368640","1814058095724703781","1814058095724703781","everyone","Know it, done it.",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"MaryAli63137326","2021-03-26T13:21:36.000Z","MaryAlice",FALSE,FALSE,107,0,0,0,0,0,2214,5018,41702,6,35279,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"305","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 22:00:17,FALSE,"en","1365723968","1814057631448732002","1814057631448732002","everyone","Better 1st baseman than Chone. #proven. A Proud Ferris St Bulldog & UM fan. Go Blue!","Alexandria, VA","https://pbs.twimg.com/profile_images/1630241740035588098/xbjoaAbF_normal.jpg",NA,"cwiggins05_com","2013-04-20T00:23:07.000Z","Chris Wiggins",FALSE,FALSE,107,0,0,0,0,0,189,1617,74593,0,117799,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"306","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:57:31,FALSE,"en","321653601","1814056936666751453","1814056936666751453","everyone","",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",NA,"rev8056","2011-06-21T22:44:29.000Z","rev8056",FALSE,FALSE,107,0,0,0,0,0,333,235,26023,2,101565,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"307","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:52:58,FALSE,"en","820757569740406784","1814055791260811367","1814055791260811367","everyone","",NA,"https://pbs.twimg.com/profile_images/822971008323911681/1bBwHHUP_normal.jpg",NA,"Real_FN_Strange","2017-01-15T22:20:28.000Z","MS",FALSE,FALSE,107,0,0,0,0,0,407,515,114893,1,103367,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"308","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:52:46,FALSE,"en","616729773","1814055741386285311","1814055741386285311","everyone","TX-NY-CT-MI-TX-CT I have a very understanding wife. Retired 45 years in the automobile industry.","Connecticut, USA","https://pbs.twimg.com/profile_images/992348721114312704/QX5o2Lkl_normal.jpg",NA,"fixedopsjack","2012-06-24T01:43:26.000Z","Classic Jack - all the fat, all the flavor.",FALSE,FALSE,107,0,0,0,0,0,506,2468,52331,2,91161,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","992321939216715777",NA,NA,NA
"309","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:52:03,FALSE,"en","289561453","1814055557189218522","1814055557189218522","everyone","Husband, Dad, Grandpa, U.S. Army retired, conservationist, Worried about the environment.",NA,"https://pbs.twimg.com/profile_images/1429508424153325571/uSVoXOh__normal.jpg",NA,"dred5300","2011-04-28T21:27:50.000Z","dred53",FALSE,FALSE,107,0,0,0,0,0,582,951,25997,0,39791,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"310","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:48:28,FALSE,"en","798300135277154304","1814054656114413706","1814054656114413706","everyone","Updating Americans on the latest Trump and White House news stories by a team of journalists and investigative reporters. We stand together for human rights.","Florida, USA","https://pbs.twimg.com/profile_images/798317469899243521/0xdsUkq5_normal.jpg",NA,"TrumpWatchNews","2016-11-14T23:02:38.000Z","TrumpWatchdogNews",FALSE,FALSE,107,0,0,0,0,0,2562,5256,935356,32,244176,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"311","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:47:03,FALSE,"en","329245246","1814054299141583185","1814054299141583185","everyone","Staunch Democrat.💙 @Hispanic_Caucus Comms Dir. Vice Chair @MDDPEC. Diverse Coalition Board. @DemConvention 2024 Delegate. Personal account. #TakeBackFlorida","Ultra Woke Florida","https://pbs.twimg.com/profile_images/1354132963039072257/vTKpvAqa_normal.jpg","https://t.co/gpI1vJeVX3","rotterdamvvg","2011-07-04T19:18:08.000Z","Maca Iglesias #Biden/Harris2024🇺🇸",FALSE,FALSE,107,0,0,0,0,0,45683,35536,108469,33,137710,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1815409906591080852",NA,NA,NA
"312","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:46:05,FALSE,"en","2990193690","1814054056886976681","1814054056886976681","everyone","""I put the bastards of this world on notice that I do not have their best interests at heart."" -Hunter S. Thompson
Award-winning MLB Producer #RidinWithBiden","Banning, California","https://pbs.twimg.com/profile_images/1768463420800782336/N1DiGor-_normal.jpg",NA,"BobbyCastillo42","2015-01-19T18:41:39.000Z","JR42_Castle (Woke)",FALSE,FALSE,107,0,0,0,0,0,2185,4520,107409,7,66748,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"313","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:45:30,FALSE,"en","766745056367644672","1814053909050146909","1814053909050146909","everyone","Trying to make a better world for my kids
#Facts #Science #Ethics
#VoteBlue","Miami, FL","https://pbs.twimg.com/profile_images/1617929208470044689/TG0jttrL_normal.jpg",NA,"DarrinHall15","2016-08-19T21:14:01.000Z","Darrin Hall",FALSE,FALSE,107,0,0,0,0,0,31439,34574,116386,5,108240,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1198300309946286082",NA,NA,NA
"314","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:38:48,FALSE,"en","1752819199632625664","1814052225666158628","1814052225666158628","everyone","",NA,"https://pbs.twimg.com/profile_images/1778864852196372484/kAcvRWiv_normal.jpg",NA,"NoronowAng26732","2024-01-31T22:21:29.000Z","Angie Noronow☮️",FALSE,FALSE,107,0,0,0,0,0,158,88,6813,0,6061,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"315","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:38:27,FALSE,"en","1176606804547178497","1814052137091072406","1814052137091072406","everyone","No DMs, please","Florida","https://pbs.twimg.com/profile_images/1330168405870178310/TVqF63MR_normal.jpg",NA,"theonlyLisaE","2019-09-24T21:18:30.000Z","Lisa E",FALSE,FALSE,107,0,0,0,0,0,284,358,2601,1,115440,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"316","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:17:23,FALSE,"en","1773420874059628544","1814046835750928762","1814046835750928762","everyone","Been here since 2016-Sometimes my thoughts and quick fingers...I get locked",NA,"https://pbs.twimg.com/profile_images/1773739381888573440/heHzRwaZ_normal.jpg",NA,"CPfeiff10","2024-03-28T18:45:00.000Z","CJPfeiff10",FALSE,FALSE,107,0,0,0,0,0,283,237,5937,1,5192,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA,NA
"317","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1",2024-07-18 21:08:23,FALSE,"en","1021061445675610112","1814044569257886110","1814044569257886110","everyone","Gimme some truth. my Governor is a Fascist. WOKE AS FVCK!  #BidenHarris2024. Project 2025 is the Christofacist playbook to destroy America. #RidenWithBiden","Floriduh","https://pbs.twimg.com/profile_images/1590206384968241152/SHw_rhTb_normal.jpg",NA,"Fievel131","2018-07-22T15:56:33.000Z","Fievel13🌈🌊🟧",FALSE,FALSE,107,0,0,0,0,0,10509,9474,194548,21,1231878,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP","1591268584663416834",NA,NA,NA
