"","text","conversation_id","lang","possibly_sensitive","created_at.x","author_id","reply_settings","id","profile_image_url","url","name","username","location","created_at.y","verified","protected","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","public_metrics.y_media_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term","geo_place_id"
"326","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814035687563518299","en",FALSE,2024-07-18 20:33:05,"747270124499959809","everyone","1814035687563518299","https://pbs.twimg.com/profile_images/1734997024020516864/mGvzCJEn_normal.jpg",NA,"Darrell's Den X 🇺🇸🟧💙🥥","darrells_den","Richland, WA","2016-06-27T03:27:36.000Z",FALSE,FALSE,"Autistic American artist | 23 | He/Him (Ally) | WA-04 | BoS in Math | “Pronouns in bio” is not a good argument. #VoteBlue #26A #RidingWithHarris 🇺🇸💙","1654938131064569857",107,0,0,0,0,0,2786,4341,71296,2,215433,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"327","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814035402614771922","en",FALSE,2024-07-18 20:31:57,"414425822","everyone","1814035402614771922","https://pbs.twimg.com/profile_images/1815150636024864768/3oacpDiR_normal.jpg",NA,"Leslie Miller☮️","cowlocovegaz",NA,"2011-11-17T01:32:37.000Z",FALSE,FALSE,"DMs will be deleted with no response",NA,107,0,0,0,0,0,883,935,193849,1,172176,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"328","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814035193491071477","en",FALSE,2024-07-18 20:31:07,"1652396044557099015","everyone","1814035193491071477","https://pbs.twimg.com/profile_images/1750845884495958016/NDraHm-r_normal.jpg",NA,"fernand","fernand90820397",NA,"2023-04-29T19:37:02.000Z",FALSE,FALSE,"#HARRIS2024                            #FOLLOWERBLUE",NA,107,0,0,0,0,0,10658,11548,110529,0,54421,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"329","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814034971293577580","en",FALSE,2024-07-18 20:30:14,"2609710289","everyone","1814034971293577580","https://pbs.twimg.com/profile_images/1815178231084937216/2QKOjxEM_normal.jpg",NA,"🏳️‍🌈Pam-with fear for our democracy, I dissent","pm_mcdaniel","Whately, MA","2014-06-14T21:07:37.000Z",FALSE,FALSE,"https://t.co/ZDv84SADtO Knitter 🧶(PamMcD on Ravelry) 🏳️‍🌈 Supporter of https://t.co/g2jwlzE5xQ,  @MeidasTouch, https://t.co/uwmH7lfWex, #DemCast","1813646864207495243",107,0,0,0,0,0,10632,11587,129988,14,265076,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"330","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814034773641134232","en",FALSE,2024-07-18 20:29:27,"1120323655","everyone","1814034773641134232","https://pbs.twimg.com/profile_images/1267896909823447040/lK4YfuEx_normal.jpg",NA,"ZenTaoPrincess","ZenTaoPrincess",NA,"2013-01-25T21:35:38.000Z",FALSE,FALSE,"We're really only here for an eye blink...I suggest we use it to find what makes our heart and soul dance💜 What kind of assholes wanna kill earth for money??🙄","1346895950187536386",107,0,0,0,0,0,1869,1917,677107,19,479243,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"331","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814034734843896152","en",FALSE,2024-07-18 20:29:18,"3319387244","everyone","1814034734843896152","https://pbs.twimg.com/profile_images/1400903701078884354/A-GC8HZL_normal.jpg",NA,"Mary 🌻Dysart 📚🇺🇸🌴🌊😎🌻","mary_dysart","Central Florida","2015-08-18T23:58:54.000Z",FALSE,FALSE,"Happily married Grandma. Retired school librarian. Democrat. #ridinwithBiden",NA,107,0,0,0,0,0,3074,5622,24403,10,287467,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"332","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814034680364347549","en",FALSE,2024-07-18 20:29:05,"1421597985046032386","everyone","1814034680364347549","https://pbs.twimg.com/profile_images/1792055427586514944/OaIQJXfY_normal.jpg",NA,"Loan Nguyen","LoanNgu02041197",NA,"2021-07-31T22:25:59.000Z",FALSE,FALSE,"I fun, respect, helping community of Democracy, i can be good friend to anyone. enjoying watching movies / tv series ! good listeners, love watching sports",NA,107,0,0,0,0,0,802,1162,241680,2,143229,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"333","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814034386989515129","en",FALSE,2024-07-18 20:27:55,"1666540275655925760","everyone","1814034386989515129","https://pbs.twimg.com/profile_images/1671173803710492679/erZIsTc-_normal.jpg",NA,"Antifa Vermin🏳️‍🌈🪷","CCDude8","Palm Springs","2023-06-07T20:19:12.000Z",FALSE,FALSE,"#RidinWithBiden #SocialDemocrat #LGBTQ #SoCal #PalmSprings; M.S. UMD; #Science #BLM #BodilyAutonomy #DarkBrandon; #BlueCrew #GayTwitter #ExpandTheCourtNow","1801743125876249083",107,0,0,0,0,0,3902,4214,136184,8,89415,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"334","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814034289849229491","en",FALSE,2024-07-18 20:27:32,"826252346866937857","everyone","1814034289849229491","https://pbs.twimg.com/profile_images/1229977395337322497/CsoSxmK3_normal.jpg","https://t.co/TkB0iioDFo","artkis","Framedsgncr","florida","2017-01-31T02:14:45.000Z",FALSE,FALSE,"Miami born,small business owner of Frame Designs for 31 years, Hungarian descent, artist and jewelry maker,#RidinWithBiden","1323439852621279232",107,0,0,0,0,0,1416,2630,93088,2,51513,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"335","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814034181300912207","en",FALSE,2024-07-18 20:27:06,"1372640972849381376","everyone","1814034181300912207","https://pbs.twimg.com/profile_images/1373301715814948881/KL9Ovr06_normal.jpg",NA,"J. Malone","JoPaMa2021","Las Vegas, NV","2021-03-18T20:08:28.000Z",FALSE,FALSE,"Proud husband and father of two girls, grandfather of two exceptional grandsons. NO DM's or Lists.

Life has been good to me ... so far !",NA,107,0,0,0,0,0,2528,4624,198056,0,267468,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"336","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814033913955668429","en",FALSE,2024-07-18 20:26:02,"1689522686","everyone","1814033913955668429","https://pbs.twimg.com/profile_images/378800000336413884/333638b1625e97cd3445bd4fe19e2edc_normal.jpeg",NA,"Sue hatton","Hattonsu",NA,"2013-08-21T23:52:15.000Z",FALSE,FALSE,"rays fan",NA,107,0,0,0,0,0,565,630,58815,4,92318,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"337","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814033634052931705","en",FALSE,2024-07-18 20:24:56,"1348672208311345153","everyone","1814033634052931705","https://pbs.twimg.com/profile_images/1507340872433782793/jKmGdUs6_normal.jpg",NA,"Cristina 🇺🇸🇨🇺","TampaWoman1965",NA,"2021-01-11T16:45:10.000Z",FALSE,FALSE,"My mother's daughter","1406921543528202240",107,0,0,0,0,0,2649,4864,310749,13,456309,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"338","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814033321736667544","en",FALSE,2024-07-18 20:23:41,"628567209","everyone","1814033321736667544","https://pbs.twimg.com/profile_images/1752080501853003778/wjmA5jhY_normal.jpg",NA,"Stephens","verruktekatze",NA,"2012-07-06T15:47:00.000Z",FALSE,FALSE,"“While darkness and denialism can hide much, they erase nothing.”
-Joe Biden",NA,107,0,0,0,0,0,1122,1035,65900,0,75342,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"339","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814033244838613108","en",FALSE,2024-07-18 20:23:23,"234483443","everyone","1814033244838613108","https://pbs.twimg.com/profile_images/1790251788026945536/wICnwzih_normal.jpg",NA,"The Bear Shuuu","shuuu22","Las Vegas, NV","2011-01-05T19:35:34.000Z",FALSE,FALSE,"Carpe Diem! #Scuba Diver🤿 #Ravens #Resistance Woke & Proud 🌊 🌊 🌊 Make it a Great Day! ☮️💜☯️👊🏼✊🏾 just a 🌰 👀 for my 🐿 😎 🚫Project2025💯","1266144184018382849",107,0,0,0,0,0,4763,6378,28347,25,100480,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"340","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814033227818135732","en",FALSE,2024-07-18 20:23:19,"42570738","everyone","1814033227818135732","https://pbs.twimg.com/profile_images/1346950566962888704/qfJNMd0N_normal.jpg",NA,"Monica ☮️","monicasweet","California, USA","2009-05-26T05:18:34.000Z",FALSE,FALSE,"#FightLikeAMother #BLM #VoteBlueNoMatterWho #Resist #MomsDemand","1153016461662625792",107,0,0,0,0,0,1761,3386,47386,3,442531,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"341","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814033016160924048","en",FALSE,2024-07-18 20:22:28,"325008883","everyone","1814033016160924048","https://pbs.twimg.com/profile_images/1773221821728657408/kX85PBEB_normal.jpg",NA,"Cyndi Let's win this! 🥥🌴","m_cyndi","LOS ANGELES","2011-06-27T15:53:25.000Z",FALSE,FALSE,"L.A. Native 🤍 Vote🗳 🇺🇸 Country over Party. Made in the U.S.A. Mexican American🇲🇽🇺🇸 protect democracy No DMs",NA,107,0,0,0,0,0,858,883,24350,25,186496,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"342","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814032879682564341","en",FALSE,2024-07-18 20:21:56,"936774070552498181","everyone","1814032879682564341","https://pbs.twimg.com/profile_images/1812662789975990272/QEEfgCmW_normal.jpg",NA,"Lauzoo 😎 💙 #BidenHarris2024","ritzyzoo","United States","2017-12-02T01:48:37.000Z",FALSE,FALSE,"Pro choice💙#Adoptdontshop, avid reader, true crime addict, Go Seahawks/Mariners/Huskies. Stop #TrumpsProject2025 Vote Blue","1809631650957107599",107,0,0,0,0,0,3021,4482,176778,0,252918,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"343","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814032400390988245","en",FALSE,2024-07-18 20:20:02,"741057875166957568","everyone","1814032400390988245","https://pbs.twimg.com/profile_images/1035977570372661248/zQ72f8Sw_normal.jpg",NA,"Jackie CH505","JCh505","The Left Coast, USA","2016-06-10T00:02:20.000Z",FALSE,FALSE,"Rule follower. I’m a delight.",NA,107,0,0,0,0,0,550,1043,122361,7,113100,NA,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"344","Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1814032301606523041","en",FALSE,2024-07-18 20:19:38,"79907816","everyone","1814032301606523041","https://pbs.twimg.com/profile_images/1716756319045103616/SBmmDmr-_normal.jpg","https://t.co/G1jmID1JE7","Whitney Fox for Congress (FL-13)","whitfox","St Petersburg, FL","2009-10-05T03:30:46.000Z",FALSE,FALSE,"Running for Congress in #FL13 against Anna Paulina Luna to fight for the things that really matter. Mother, public transit leader, and proud Tampa Bay native.☀️","1801244721815093568",107,5,144,3,3,4481,5005,903,924,23,3999,NA,"Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA,NA
"345","@Rebrand_As_Y The water’s cold? That’s a good thing. Go to Clearwater Beach, Florida if you want bath water and red tides.. ","1807474208290570391","en",FALSE,2024-06-30 22:35:49,"1348414756005105664","everyone","1807543590345687145","https://pbs.twimg.com/profile_images/1348431218333736960/edVYelcT_normal.jpg",NA,"ghost crab","mac55107489",NA,"2021-01-10T23:42:16.000Z",FALSE,FALSE,"",NA,0,0,0,0,0,82,135,155,3992,0,13430,NA,"@Rebrand_As_Y The water’s cold? That’s a good thing. Go to Clearwater Beach, Florida if you want bath water and red tides.","238667872",NA,NA
"346","Pinellas County Government alerted residents to the presence of Trichodesmium along area beaches in a Tuesday social media post. The blue-green algae, commonly …

Source: St Pete Catalyst . https   search app Lm6T9Hewf5xhCCA59","1806483612122181901","en",FALSE,2024-06-28 00:23:50,"1330312959546023936","everyone","1806483612122181901","https://pbs.twimg.com/profile_images/1641235399304519680/b8ZH9Tnm_normal.jpg",NA,"Check Balance7 Cathy 🌈💔☮️🟦","CheckBalance7",NA,"2020-11-22T00:52:00.000Z",FALSE,FALSE,"Retired RN. 💙 in Florida 🇺🇦🌻IStandWith Ukraine Women’s Rights are Human Rights Vote Blue #wtpblue #Demcast",NA,0,0,0,0,0,24,18941,20461,100287,10,120863,NA,"Pinellas County Government alerted residents to the presence of Trichodesmium along area beaches in a Tuesday social media post. The blue-green algae, commonly …

Source: St Pete Catalyst https://t.co/QmaQ0tgevf",NA,NA,NA
"347","Blue-green algal bloom returns to Pinellas beaches - St Pete Catalyst -  #GoogleAlerts. https   stpetecatalyst com zaps blue green algal bloom returns to pinellas beaches","1806442410987413723","en",FALSE,2024-06-27 21:40:07,"534263140","everyone","1806442410987413723","https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg",NA,"Florida Issues","FloridaIssues",NA,"2012-03-23T12:49:26.000Z",FALSE,FALSE,"",NA,0,0,0,0,0,19,1095,10,155280,38,1307,NA,"Blue-green algal bloom returns to Pinellas beaches - St Pete Catalyst - https://t.co/VA6Eyb69Jz #GoogleAlerts",NA,NA,NA
"348","#algalbbb 2024 is here! Conference starts today. Excited to be here in Clearwater, Florida to see everyone, talk to students and colleagues, and hear all the latest in the world of algal research . https   twitter com smith8272 status 1785364600021762401","1800160003963400423","en",FALSE,2024-06-10 13:36:04,"533279642","everyone","1800160003963400423","https://pbs.twimg.com/profile_images/910562031454920704/CYVevEZJ_normal.jpg",NA,"Dr. Sarah Smith","smith8272","Moss Landing, CA","2012-03-22T16:31:20.000Z",FALSE,FALSE,"Oceanographer & Molecular Biologist - still sad-tweeting here and clinging to this platform in the dwindlinghopes it returns to the scientific glory it once was",NA,0,0,8,0,0,359,1381,1579,2594,18,11361,NA,"#algalbbb 2024 is here! Conference starts today. Excited to be here in Clearwater, Florida to see everyone, talk to students and colleagues, and hear all the latest in the world of algal research https://t.co/1Gh2GMxVer",NA,NA,NA
"349","RT @CityofDunedinFl: It's rainy season, Dunedin! From June 1 to Sept. 30, the Pinellas County Fertilizer Ordinance bans lawn and landscape fertilizers with nitrogen or phosphorous to protect our waters from algae blooms. Read more:  . https   www dunedingov com Your Government Learn and Engage Dunedin insights City Services Resident Life Fertilizer Summer Restrictions. https   twitter com CityofDunedinFl status 1799111828523426190 photo 1","1799135863705604475","en",FALSE,2024-06-07 17:46:30,"1093263310236123144","everyone","1799135863705604475","https://pbs.twimg.com/profile_images/1229945979538989057/UbSXe9J0_normal.jpg",NA,"barely a spec 🏳️‍🌈","barely_a_spec",NA,"2019-02-06T21:40:59.000Z",FALSE,FALSE,"lesbian ~ Black Lives Matter ~ Trans Rights Are Human Rights ~ I used to be funny before the world started ending ~ she/her","1796968927345422790",1,0,0,0,0,0,1008,986,122331,5,340791,NA,"RT @CityofDunedinFl: It's rainy season, Dunedin! From June 1 to Sept. 30, the Pinellas County Fertilizer Ordinance bans lawn and landscape fertilizers with nitrogen or phosphorous to protect our waters from algae blooms. Read more: https://t.co/koFBjFVwRq https://t.co/vTwcNR2CuX",NA,NA,NA
"350","It's rainy season, Dunedin! From June 1 to Sept. 30, the Pinellas County Fertilizer Ordinance bans lawn and landscape fertilizers with nitrogen or phosphorous to protect our waters from algae blooms. Read more:  . https   www dunedingov com Your Government Learn and Engage Dunedin insights City Services Resident Life Fertilizer Summer Restrictions. https   twitter com CityofDunedinFl status 1799111828523426190 photo 1","1799111828523426190","en",FALSE,2024-06-07 16:11:00,"35811221","everyone","1799111828523426190","https://pbs.twimg.com/profile_images/1432814211214753794/bPkt67Gw_normal.jpg","https://t.co/dJ33KMZHj2","City of Dunedin, FL","CityofDunedinFl","Dunedin, FL","2009-04-27T18:06:29.000Z",FALSE,FALSE,"Dunedin is a mix of “Old Florida” with a lively downtown, award-winning restaurants, craft breweries & vibrant art scene just west of Tampa.",NA,1,0,1,0,0,122,5012,128,8190,94,685,NA,"It's rainy season, Dunedin! From June 1 to Sept. 30, the Pinellas County Fertilizer Ordinance bans lawn and landscape fertilizers with nitrogen or phosphorous to protect our waters from algae blooms. Read more: https://t.co/koFBjFVwRq https://t.co/vTwcNR2CuX",NA,NA,NA
"351","@abcactionnews Have fertilizer bans actually improved water quality issues? What data supports that?","1796500632334962930","en",FALSE,2024-05-31 11:25:19,"1148903791867113472","everyone","1796503217683190231","https://pbs.twimg.com/profile_images/1148908827233984512/XB2OJEbA_normal.jpg",NA,"Comsen","Comsen21",NA,"2019-07-10T10:36:24.000Z",FALSE,FALSE,"",NA,0,0,0,0,0,5,184,399,13455,0,73843,NA,NA,"15138087",TRUE,NA
